"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 4:49:16 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,47700000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 5:09:18 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,34000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 5:09:54 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,7000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 1:21:53 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,12500000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 1:23:27 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,14470000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 1:25:53 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",46080000,0,"OST4726132553"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","RLU 710 XE"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 1:26:29 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","10 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",7680000,0,"OST4726132629"," ========== ","OST","16 MM LOCAL","Tons","10","768000.00","RLU 710 XE"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 1:27:44 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,49070000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 1:28:30 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 14 XF)."," ========== ",53760000,0,"OST4726132830"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","AKL 14 XF"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 1:34:02 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,53760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 1:39:37 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 665 ZJ EASY LINK BENIN)."," ========== ",46080000,0,"OST4726133937"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","BEN 665 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 1:43:10 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","20 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AJA 418 XA ELOHIM BENIN)."," ========== ",15360000,0,"OST4726134310"," ========== ","OST","12 MM LOCAL","Tons","20","768000.00","AJA 418 XA ELOHIM BENIN"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 1:43:55 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,61440000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 4:56:40 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","50 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 781 XA)."," ========== ",38400000,0,"OST4726165640"," ========== ","OST","12 MM LOCAL","Tons","50","768000.00","RRT 781 XA"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 4:57:04 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","20 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 781 XA)."," ========== ",15360000,0,"OST472616574"," ========== ","OST","16 MM LOCAL","Tons","20","768000.00","RRT 781 XA"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 5:01:37 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,53760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 5:03:09 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","60 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 318 XC MADAM FINAK)."," ========== ",46080000,0,"OST47261739"," ========== ","OST","16 MM LOCAL","Tons","60","768000.00","UWN 318 XC MADAM FINAK"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 5:04:11 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","[Payment Made","Cheque",0,46080000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 5:05:01 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","50 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EBJ 331 XB)."," ========== ",38400000,0,"OST47261751"," ========== ","OST","12 MM LOCAL","Tons","50","768000.00","EBJ 331 XB"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 5:05:29 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","20 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EBJ 331 XB)."," ========== ",15360000,0,"OST472617529"," ========== ","OST","16 MM LOCAL","Tons","20","768000.00","EBJ 331 XB"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 5:06:16 PM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,53760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 04 July 2026 By 7:09:50 AM","YongXing Steel Company Ltd","2026-07-04 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EFR 14 XB)."," ========== ",53760000,0,"OST67267950"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","EFR 14 XB"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 7:10:52 AM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,29000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 04 July 2026 By 7:13:16 AM","YongXing Steel Company Ltd","2026-07-04 00:00:00","Payment Made","Cheque",0,24760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 05 July 2026 By 7:19:07 AM","YongXing Steel Company Ltd","2026-07-05 00:00:00","26 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",19968000,0,"OST67267197"," ========== ","OST","12 MM LOCAL","Tons","26","768000.00","UWN 734 ZL"
"YongXing Steel Company Ltd Payment On 05 July 2026 By 7:20:26 AM","YongXing Steel Company Ltd","2026-07-05 00:00:00","Payment Made","Cheque",0,13000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 July 2026 By 7:21:17 AM","YongXing Steel Company Ltd","2026-07-05 00:00:00","Payment Made","Cheque",0,17000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 05 July 2026 By 7:22:08 AM","YongXing Steel Company Ltd","2026-07-05 00:00:00","Payment Made","Cheque",0,5328000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 7:28:25 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","100 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (YEN 68 XY CHIMA ASABA)."," ========== ",76800000,0,"OST672672825"," ========== ","OST","12 MM LOCAL","Tons","100","768000.00","YEN 68 XY CHIMA ASABA"
"YongXing Steel Company Ltd Payment On 06 July 2026 By 7:33:24 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","Payment Made","Cheque",0,111000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 7:36:08 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","70 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",70700000,0,"OST67267368"," ========== ","OST","12MM TMT","Tons","70","1010000.00","UWN 734 ZL"
"YongXing Steel Company Ltd Payment On 06 July 2026 By 7:37:24 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","Payment Made","Cheque",0,36500000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 06 July 2026 By 7:38:18 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","Payment Made","Cheque",0,60600000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:03:45 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","20 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",20200000,0,"OST772610345"," ========== ","OST","12MM TMT","Tons","20","1010000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:05:16 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","6 Tons Of 16MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",6060000,0,"OST772610516"," ========== ","OST","16MM TMT","Tons","6","1010000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:09:47 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","34 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",26112000,0,"OST772610947"," ========== ","OST","12 MM LOCAL","Tons","34","768000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:11:35 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","40 Tons Of 16MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (ZLL 741 XA)."," ========== ",40400000,0,"OST7726101135"," ========== ","OST","16MM TMT","Tons","40","1010000.00","ZLL 741 XA"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:12:19 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","10 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (ZLL 741 XA)."," ========== ",10100000,0,"OST7726101219"," ========== ","OST","12MM TMT","Tons","10","1010000.00","ZLL 741 XA"
"YongXing Steel Company Ltd Payment On 06 July 2026 By 10:16:59 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","Payment Made","Cheque",0,102872000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 10:18:25 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","60 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ZLL 740 XA)."," ========== ",46080000,0,"OST7726101825"," ========== ","OST","16 MM LOCAL","Tons","60","768000.00","ZLL 740 XA"
"YongXing Steel Company Ltd Payment On 06 July 2026 By 10:19:22 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","Payment Made","Cheque",0,46080000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 10:21:14 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ENU 451 XQ)."," ========== ",53760000,0,"OST7726102114"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","ENU 451 XQ"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 11:02:36 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,1228256,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 12:23:45 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ABJ 421 NH MARVELLOUS BENIN)."," ========== ",46080000,0,"OST7726122345"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","ABJ 421 NH MARVELLOUS BENIN"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 12:35:42 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,46080000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 1:58:43 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","30 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 665 ZJ EASY LINK BENIN)."," ========== ",23040000,0,"OST7726135843"," ========== ","OST","16 MM LOCAL","Tons","30","768000.00","BEN 665 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 1:59:29 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","20 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 665 ZJ EASY LINK BENIN)."," ========== ",15360000,0,"OST7726135929"," ========== ","OST","12 MM LOCAL","Tons","20","768000.00","BEN 665 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 2:01:27 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","20 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (BEN 665 ZJ EASY LINK BENIN)."," ========== ",20200000,0,"OST772614127"," ========== ","OST","12MM TMT","Tons","20","1010000.00","BEN 665 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 2:02:22 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","10 Tons Of 16MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (BEN 665 ZJ EASY LINK BENIN)."," ========== ",10100000,0,"OST772614222"," ========== ","OST","16MM TMT","Tons","10","1010000.00","BEN 665 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 2:34:52 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (XQ 248 FKJ DONA OSAS BENIN)."," ========== ",61440000,0,"OST7726143452"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","XQ 248 FKJ DONA OSAS BENIN"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 2:36:03 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,130140000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 5:04:18 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","10 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",10100000,0,"OST772617418"," ========== ","OST","12MM TMT","Tons","10","1010000.00","AKU 334 XB Kaodinna Nteje "
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 5:05:16 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","100 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",76800000,0,"OST772617516"," ========== ","OST","12 MM LOCAL","Tons","100","768000.00","AKU 334 XB Kaodinna Nteje "
"YongXing Steel Company Ltd Payment On 07 July 2026 By 5:06:38 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,86900000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 5:08:05 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","22 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",18370000,0,"OST77261785"," ========== ","OST","12 MM STANDARD","Tons","22","835000.00"," UMG 125 XC"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 5:08:52 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","4 Tons Of 16 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",3340000,0,"OST772617852"," ========== ","OST","16 MM STANDARD","Tons","4","835000.00"," UMG 125 XC"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 5:09:33 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",46080000,0,"OST772617933"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00"," UMG 125 XC"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 5:25:45 PM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,67790000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 05 July 2026 By 5:27:07 PM","YongXing Steel Company Ltd","2026-07-05 00:00:00","16 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",12288000,0,"OST772617277"," ========== ","OST","12 MM LOCAL","Tons","16","768000.00","UWN 734 ZL"
"Alloted To YongXing Steel Company Ltd On 05 July 2026 By 5:28:44 PM","YongXing Steel Company Ltd","2026-07-05 00:00:00","20 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",15360000,0,"OST7726172844"," ========== ","OST","12 MM LOCAL","Tons","20","768000.00","UWN 734 ZL"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 10:14:30 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,12288000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 10:15:32 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,53000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 10:16:27 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,13660000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 07 July 2026 By 10:23:12 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","40 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (BEN 877 YP DONA OSAS BENIN)."," ========== ",40400000,0,"OST8726102312"," ========== ","OST","12MM TMT","Tons","40","1010000.00","BEN 877 YP DONA OSAS BENIN"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 10:26:48 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,74000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 07 July 2026 By 10:27:45 AM","YongXing Steel Company Ltd","2026-07-07 00:00:00","Payment Made","Cheque",0,67820000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 08 July 2026 By 10:28:50 AM","YongXing Steel Company Ltd","2026-07-08 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ASB 731 ZL Emma Warri)."," ========== ",53760000,0,"OST8726102850"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","ASB 731 ZL Emma Warri"
"Alloted To YongXing Steel Company Ltd On 06 July 2026 By 11:25:39 AM","YongXing Steel Company Ltd","2026-07-06 00:00:00","40 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (UWN 733 ZL)."," ========== ",40400000,0,"OST8726112539"," ========== ","OST","12MM TMT","Tons","40","1010000.00","UWN 733 ZL"
